DASYLab - V 4.02.22
WORKSHEET          : VOLVOHR04_VER2
Recording Date     : 2009-03-31, 10:53:53
Block Length       : 256
Delta              : 0.002000 sec.
Number of Channels : 12
Time	Yaw [rad/s]	Pitch [rad/s]	Roll [rad/s]	Xacc [m/s²]	Zacc [m/s²]	Yacc [m/s²]	Strwhlangle [rad]	Speed [m/s]	Slip [rad]	Pulse []	Servopressure []	Strwhlmoment []	
2.730	0.0066	0.0262	0.0087	-0.0582	0.2218	0.0743	-0.0104	13.6329	0.0010	-0.8882	3.6753	5.4857	
2.732	0.0049	0.0242	0.0065	-0.0894	0.2310	0.0669	-0.0098	13.6397	-0.0006	-0.8890	3.6760	5.4877	
2.734	0.0056	0.0277	0.0085	-0.0900	0.2286	0.0460	-0.0095	13.5329	-0.0014	-0.8974	3.6768	5.4898	
2.736	0.0067	0.0282	0.0072	-0.1193	0.2218	0.0706	-0.0097	13.7550	-0.0000	-0.8914	3.6776	5.4917	
2.738	0.0056	0.0282	0.0076	-0.0955	0.2487	0.0571	-0.0101	13.7024	-0.0012	-0.8714	3.6782	5.4935	
2.740	0.0074	0.0283	0.0069	-0.0882	0.2340	0.0657	-0.0105	13.7160	-0.0011	-0.8939	3.6787	5.4950	
2.742	0.0065	0.0266	0.0044	-0.1236	0.2469	0.0620	-0.0106	13.7448	-0.0017	-0.8934	3.6791	5.4964	
2.744	0.0067	0.0291	0.0061	-0.1340	0.2713	0.0823	-0.0111	13.7041	-0.0030	-0.8821	3.6795	5.4977	
2.746	0.0061	0.0307	0.0047	-0.1334	0.2401	0.0947	-0.0122	13.7617	-0.0032	-0.9036	3.6798	5.4989	
2.748	0.0038	0.0285	0.0052	-0.1359	0.2420	0.0645	-0.0131	13.6566	-0.0028	-0.9018	3.6802	5.5000	
2.750	0.0071	0.0294	0.0054	-0.1352	0.2188	0.0342	-0.0138	13.6973	-0.0034	-0.8890	3.6805	5.5011	
2.752	0.0083	0.0302	0.0045	-0.1499	0.1968	0.0867	-0.0144	13.5600	-0.0023	-0.8990	3.6808	5.5021	
2.754	0.0052	0.0287	0.0037	-0.1432	0.2078	0.0786	-0.0147	13.7956	-0.0018	-0.8923	3.6811	5.5031	
2.756	0.0067	0.0297	0.0045	-0.1726	0.2133	0.0712	-0.0155	13.9041	-0.0009	-0.8969	3.6814	5.5040	
2.758	0.0078	0.0303	0.0028	-0.1872	0.1590	0.0786	-0.0170	14.0669	-0.0002	-0.8917	3.6818	5.5049	
2.760	0.0064	0.0294	0.0030	-0.1542	0.1755	0.0885	-0.0186	14.0296	-0.0013	-0.8611	3.6823	5.5062	
2.762	0.0076	0.0297	0.0016	-0.1395	0.1626	0.0811	-0.0205	13.9804	-0.0004	-0.8807	3.6832	5.5081	
2.764	0.0074	0.0281	0.0003	-0.1787	0.1510	0.1045	-0.0224	14.0381	-0.0016	-0.8783	3.6845	5.5109	
2.766	0.0065	0.0288	0.0020	-0.1603	0.1419	0.0854	-0.0243	13.9364	-0.0023	-0.8546	3.6865	5.5148	
2.768	0.0082	0.0265	0.0026	-0.1536	0.1278	0.0996	-0.0254	13.6363	-0.0030	-0.9030	3.6890	5.5199	
2.770	0.0071	0.0249	-0.0003	-0.1689	0.1120	0.1015	-0.0257	13.7973	-0.0028	-0.8743	3.6921	5.5260	
2.772	0.0072	0.0274	0.0006	-0.1560	0.1010	0.0947	-0.0263	13.7448	-0.0020	-0.8693	3.6957	5.5329	
2.774	0.0064	0.0287	-0.0003	-0.1719	0.0815	0.1354	-0.0272	13.6024	-0.0019	-0.8965	3.6995	5.5404	
2.776	0.0039	0.0255	-0.0007	-0.1768	0.0876	0.1095	-0.0278	13.6041	-0.0020	-0.9001	3.7035	5.5480	
2.778	0.0072	0.0262	-0.0002	-0.1989	0.0851	0.1113	-0.0284	13.6600	-0.0004	-0.9050	3.7073	5.5555	
2.780	0.0069	0.0257	-0.0020	-0.2105	0.0522	0.1163	-0.0295	13.9279	0.0006	-0.8818	3.7110	5.5625	
2.782	0.0066	0.0254	-0.0013	-0.1836	0.0570	0.0984	-0.0307	13.8584	0.0013	-0.8560	3.7143	5.5689	
2.784	0.0082	0.0235	-0.0012	-0.1781	0.0418	0.1070	-0.0317	13.6261	0.0006	-0.8955	3.7172	5.5744	
2.786	0.0068	0.0218	-0.0045	-0.1940	0.0314	0.1076	-0.0321	13.6397	-0.0018	-0.9027	3.7196	5.5790	
2.788	0.0077	0.0237	-0.0033	-0.1817	0.0253	0.1224	-0.0328	13.6837	-0.0024	-0.8849	3.7215	5.5826	
2.790	0.0060	0.0243	-0.0034	-0.1885	0.0107	0.1403	-0.0337	13.8855	-0.0037	-0.9099	3.7228	5.5850	
2.792	0.0044	0.0210	-0.0046	-0.1872	0.0076	0.1113	-0.0344	13.8516	-0.0030	-0.8882	3.7236	5.5864	
2.794	0.0068	0.0221	-0.0035	-0.1933	-0.0046	0.1070	-0.0350	13.9177	-0.0005	-0.8742	3.7240	5.5871	
2.796	0.0072	0.0214	-0.0068	-0.2068	-0.0266	0.1187	-0.0361	14.0008	0.0001	-0.8638	3.7242	5.5874	
2.798	0.0077	0.0215	-0.0057	-0.1738	-0.0223	0.1341	-0.0376	13.8889	0.0011	-0.8536	3.7244	5.5876	
2.800	0.0058	0.0226	-0.0057	-0.1750	-0.0424	0.1526	-0.0393	14.0110	0.0031	-0.8745	3.7246	5.5880	
2.802	0.0041	0.0196	-0.0066	-0.1707	-0.0333	0.1193	-0.0405	13.8329	0.0043	-0.8563	3.7250	5.5887	
2.804	0.0072	0.0202	-0.0056	-0.1872	-0.0211	0.1175	-0.0417	13.6481	0.0039	-0.8784	3.7255	5.5896	
2.806	0.0074	0.0189	-0.0080	-0.2007	-0.0455	0.1193	-0.0431	13.8940	0.0036	-0.8618	3.7261	5.5907	
2.808	0.0066	0.0184	-0.0066	-0.1738	-0.0412	0.1119	-0.0446	13.6956	0.0043	-0.8421	3.7266	5.5917	
2.810	0.0058	0.0191	-0.0064	-0.1829	-0.0479	0.1434	-0.0454	13.6329	0.0047	-0.8783	3.7269	5.5925	
2.812	0.0044	0.0159	-0.0079	-0.1854	-0.0431	0.1138	-0.0452	13.8584	0.0040	-0.8551	3.7271	5.5929	
2.814	0.0076	0.0164	-0.0063	-0.1885	-0.0461	0.0959	-0.0451	13.6600	0.0053	-0.8476	3.7270	5.5929	
2.816	0.0083	0.0154	-0.0075	-0.2068	-0.0681	0.1101	-0.0453	13.9058	0.0056	-0.8621	3.7268	5.5925	
2.818	0.0070	0.0154	-0.0072	-0.1817	-0.0388	0.0934	-0.0456	13.9347	0.0053	-0.8360	3.7263	5.5917	
2.820	0.0082	0.0133	-0.0061	-0.1842	-0.0479	0.1033	-0.0453	13.9364	0.0059	-0.8597	3.7258	5.5907	
2.822	0.0053	0.0109	-0.0079	-0.2013	-0.0455	0.0959	-0.0443	14.0110	0.0082	-0.8289	3.7252	5.5896	
2.824	0.0074	0.0125	-0.0068	-0.2007	-0.0595	0.0749	-0.0433	13.9398	0.0075	-0.8310	3.7248	5.5888	
2.826	0.0089	0.0115	-0.0078	-0.2148	-0.0894	0.1039	-0.0427	13.9025	0.0076	-0.8607	3.7246	5.5884	
2.828	0.0067	0.0108	-0.0075	-0.2050	-0.0650	0.0965	-0.0424	13.6736	0.0070	-0.9018	3.7247	5.5884	
2.830	0.0074	0.0109	-0.0083	-0.1872	-0.0748	0.1002	-0.0427	13.8295	0.0072	-0.8714	3.7249	5.5887	
2.832	0.0068	0.0070	-0.0095	-0.2184	-0.0870	0.1064	-0.0433	14.0296	0.0072	-0.8495	3.7252	5.5892	
2.834	0.0072	0.0080	-0.0077	-0.2019	-0.0894	0.1175	-0.0441	14.0110	0.0060	-0.8197	3.7257	5.5900	
2.836	0.0083	0.0070	-0.0073	-0.2215	-0.1346	0.1323	-0.0453	13.8550	0.0066	-0.8417	3.7265	5.5911	
2.838	0.0060	0.0064	-0.0072	-0.2123	-0.1035	0.1243	-0.0465	13.7906	0.0054	-0.8325	3.7274	5.5927	
2.840	0.0069	0.0045	-0.0065	-0.2062	-0.1132	0.1415	-0.0474	13.7566	0.0046	-0.8649	3.7285	5.5945	
2.842	0.0050	0.0016	-0.0083	-0.2184	-0.1242	0.1434	-0.0477	13.8346	0.0049	-0.8519	3.7297	5.5964	
2.844	0.0060	0.0037	-0.0072	-0.2068	-0.1407	0.1378	-0.0478	13.5464	0.0055	-0.8583	3.7309	5.5983	
2.846	0.0068	0.0021	-0.0082	-0.2294	-0.1694	0.1767	-0.0481	13.5769	0.0016	-0.8997	3.7320	5.5998	
2.848	0.0046	0.0018	-0.0077	-0.2092	-0.1493	0.1662	-0.0481	13.5244	-0.0004	-0.8820	3.7327	5.6007	
2.850	0.0061	-0.0004	-0.0063	-0.2013	-0.1584	0.1983	-0.0476	13.7821	-0.0010	-0.8945	3.7330	5.6006	
2.852	0.0037	-0.0031	-0.0083	-0.2068	-0.1621	0.2014	-0.0462	13.7583	0.0012	-0.8694	3.7327	5.5994	
2.854	0.0055	-0.0012	-0.0075	-0.1866	-0.1865	0.1995	-0.0449	13.5973	0.0003	-0.8737	3.7319	5.5972	
2.856	0.0068	-0.0021	-0.0076	-0.2092	-0.2085	0.2408	-0.0441	13.8126	0.0015	-0.8986	3.7307	5.5940	
2.858	0.0041	-0.0028	-0.0073	-0.1842	-0.1798	0.2328	-0.0433	13.6498	-0.0011	-0.8755	3.7290	5.5900	
2.860	0.0058	-0.0046	-0.0064	-0.1793	-0.1828	0.2476	-0.0423	13.8346	-0.0017	-0.9114	3.7271	5.5854	
2.862	0.0038	-0.0067	-0.0079	-0.1726	-0.1755	0.2494	-0.0409	13.7058	-0.0016	-0.8960	3.7248	5.5803	
2.864	0.0056	-0.0046	-0.0065	-0.1493	-0.1834	0.2353	-0.0398	13.6820	-0.0024	-0.8791	3.7223	5.5747	
2.866	0.0066	-0.0057	-0.0062	-0.1640	-0.2054	0.2556	-0.0392	13.8380	-0.0023	-0.9021	3.7197	5.5689	
2.868	0.0046	-0.0066	-0.0057	-0.1493	-0.1651	0.2396	-0.0387	13.8465	-0.0022	-0.8792	3.7169	5.5628	
2.870	0.0057	-0.0067	-0.0064	-0.1297	-0.1663	0.2297	-0.0383	13.9703	-0.0036	-0.9027	3.7141	5.5569	
2.872	0.0051	-0.0098	-0.0069	-0.1554	-0.1645	0.2174	-0.0380	13.8821	-0.0054	-0.8920	3.7115	5.5513	
2.874	0.0055	-0.0083	-0.0047	-0.1395	-0.1602	0.1903	-0.0379	13.8143	-0.0032	-0.8839	3.7092	5.5463	
2.876	0.0069	-0.0090	-0.0041	-0.1689	-0.1737	0.2007	-0.0382	13.6702	-0.0022	-0.9151	3.7072	5.5421	
2.878	0.0047	-0.0098	-0.0033	-0.1530	-0.1297	0.1804	-0.0385	13.5295	-0.0002	-0.8940	3.7055	5.5384	
2.880	0.0057	-0.0098	-0.0039	-0.1352	-0.1163	0.1748	-0.0389	13.7312	0.0005	-0.8936	3.7040	5.5351	
2.882	0.0051	-0.0129	-0.0042	-0.1670	-0.1126	0.1650	-0.0393	13.7109	-0.0014	-0.9058	3.7025	5.5319	
2.884	0.0055	-0.0112	-0.0017	-0.1640	-0.0839	0.1829	-0.0401	13.5023	-0.0021	-0.8986	3.7011	5.5287	
2.886	0.0065	-0.0118	-0.0012	-0.1793	-0.1084	0.1829	-0.0411	13.5820	-0.0038	-0.9093	3.6995	5.5253	
2.888	0.0039	-0.0136	-0.0007	-0.1774	-0.0748	0.1625	-0.0419	13.4345	-0.0057	-0.9222	3.6978	5.5217	
2.890	0.0046	-0.0127	0.0001	-0.1940	-0.0467	0.1674	-0.0426	13.6329	-0.0052	-0.9167	3.6959	5.5176	
2.892	0.0043	-0.0135	-0.0001	-0.2196	-0.0699	0.1718	-0.0435	13.7261	-0.0063	-0.9131	3.6938	5.5129	
2.894	0.0036	-0.0142	0.0013	-0.1933	-0.0492	0.1563	-0.0442	13.6854	-0.0064	-0.9006	3.6914	5.5078	
2.896	0.0044	-0.0163	0.0035	-0.1915	-0.0455	0.1748	-0.0438	13.7516	-0.0057	-0.9245	3.6889	5.5025	
2.898	0.0014	-0.0171	0.0023	-0.1860	-0.0357	0.1656	-0.0422	13.9364	-0.0057	-0.9029	3.6865	5.4972	
2.900	0.0042	-0.0159	0.0040	-0.2025	-0.0254	0.1582	-0.0402	13.7499	-0.0052	-0.9268	3.6841	5.4921	
2.902	0.0037	-0.0168	0.0028	-0.2221	-0.0534	0.1705	-0.0385	13.8177	-0.0059	-0.9186	3.6820	5.4874	
2.904	0.0034	-0.0170	0.0040	-0.1891	-0.0315	0.1526	-0.0368	13.7906	-0.0066	-0.9023	3.6801	5.4833	
2.906	0.0034	-0.0177	0.0057	-0.1903	-0.0345	0.1718	-0.0345	13.9550	-0.0072	-0.9248	3.6786	5.4800	
2.908	0.0009	-0.0203	0.0042	-0.1799	-0.0315	0.1520	-0.0313	13.9567	-0.0053	-0.8971	3.6776	5.4776	
2.910	0.0038	-0.0182	0.0058	-0.1805	-0.0064	0.1452	-0.0284	13.8329	-0.0053	-0.9108	3.6771	5.4762	
2.912	0.0036	-0.0193	0.0038	-0.1897	-0.0302	0.1440	-0.0262	13.8245	-0.0027	-0.9003	3.6773	5.4760	
2.914	0.0036	-0.0190	0.0060	-0.1640	-0.0089	0.1255	-0.0243	13.7261	-0.0012	-0.8919	3.6780	5.4769	
2.916	0.0021	-0.0182	0.0070	-0.1579	-0.0083	0.1514	-0.0222	13.9058	0.0023	-0.8804	3.6792	5.4788	
2.918	0.0010	-0.0206	0.0064	-0.1469	0.0088	0.1156	-0.0195	13.5871	0.0015	-0.8879	3.6809	5.4816	
2.920	0.0032	-0.0192	0.0071	-0.1456	0.0387	0.1064	-0.0171	13.5973	0.0028	-0.8885	3.6829	5.4850	
2.922	0.0036	-0.0202	0.0052	-0.1450	0.0332	0.0996	-0.0155	13.6905	0.0037	-0.8754	3.6850	5.4886	
2.924	0.0038	-0.0202	0.0077	-0.1126	0.0662	0.1070	-0.0146	13.6329	0.0032	-0.8661	3.6871	5.4921	
2.926	0.0046	-0.0193	0.0075	-0.1077	0.0454	0.1175	-0.0141	13.4854	0.0039	-0.8855	3.6889	5.4953	
2.928	0.0024	-0.0207	0.0081	-0.0900	0.0815	0.0891	-0.0135	13.3514	0.0055	-0.8788	3.6904	5.4978	
2.930	0.0023	-0.0200	0.0095	-0.0888	0.1065	0.1175	-0.0125	13.3616	0.0045	-0.9010	3.6914	5.4993	
2.932	0.0006	-0.0201	0.0074	-0.0729	0.1187	0.0990	-0.0109	13.3565	0.0051	-0.8769	3.6918	5.4995	
2.934	0.0033	-0.0191	0.0067	-0.0527	0.1370	0.1052	-0.0092	13.4159	0.0031	-0.8995	3.6913	5.4981	
2.936	-0.0002	-0.0216	0.0071	-0.0735	0.1523	0.1095	-0.0080	13.5956	0.0036	-0.8588	3.6901	5.4952	
2.938	0.0022	-0.0184	0.0073	-0.0753	0.1864	0.1193	-0.0071	13.5244	0.0038	-0.8774	3.6881	5.4908	
2.940	0.0018	-0.0191	0.0052	-0.0808	0.1852	0.1274	-0.0068	13.6481	0.0038	-0.8682	3.6855	5.4852	
2.942	0.0025	-0.0183	0.0068	-0.0496	0.2261	0.1415	-0.0068	13.6007	0.0041	-0.8626	3.6824	5.4787	
2.944	0.0044	-0.0184	0.0068	-0.0551	0.2163	0.1489	-0.0072	13.1887	0.0009	-0.9091	3.6789	5.4714	
2.946	0.0018	-0.0183	0.0069	-0.0447	0.2762	0.1391	-0.0075	13.4972	-0.0019	-0.8881	3.6750	5.4636	
2.948	0.0036	-0.0187	0.0073	-0.0435	0.2957	0.1471	-0.0076	13.5600	0.0009	-0.8955	3.6708	5.4550	
2.950	-0.0004	-0.0179	0.0051	-0.0496	0.3195	0.1526	-0.0070	13.7109	0.0015	-0.8730	3.6663	5.4459	
2.952	0.0024	-0.0165	0.0058	-0.0625	0.3525	0.1545	-0.0063	13.6024	0.0039	-0.8925	3.6617	5.4367	
2.954	0.0023	-0.0172	0.0028	-0.0692	0.3488	0.1576	-0.0061	13.8346	0.0049	-0.8667	3.6571	5.4276	
2.956	0.0034	-0.0162	0.0051	-0.0490	0.3750	0.1607	-0.0065	13.7143	0.0057	-0.8397	3.6527	5.4189	
2.958	0.0044	-0.0156	0.0052	-0.0686	0.3384	0.1662	-0.0073	13.7923	0.0058	-0.8588	3.6487	5.4110	
2.960	0.0024	-0.0152	0.0058	-0.0606	0.3683	0.1428	-0.0079	13.8838	0.0063	-0.8354	3.6452	5.4043	
2.962	0.0032	-0.0162	0.0075	-0.0692	0.3744	0.1607	-0.0076	13.8516	0.0063	-0.8681	3.6425	5.3990	
2.964	-0.0000	-0.0158	0.0059	-0.0759	0.3769	0.1545	-0.0064	13.9737	0.0069	-0.8411	3.6405	5.3953	
2.966	0.0029	-0.0133	0.0069	-0.0900	0.3946	0.1539	-0.0052	13.6787	0.0057	-0.8565	3.6395	5.3934	
2.968	0.0027	-0.0141	0.0053	-0.1065	0.3640	0.1570	-0.0045	13.5651	0.0045	-0.8647	3.6394	5.3933	
2.970	0.0033	-0.0132	0.0081	-0.0888	0.3811	0.1681	-0.0043	13.6719	0.0063	-0.8496	3.6401	5.3949	
2.972	0.0045	-0.0122	0.0084	-0.0961	0.3427	0.1779	-0.0044	13.4972	0.0059	-0.8659	3.6415	5.3979	
2.974	0.0024	-0.0132	0.0095	-0.0979	0.3579	0.1520	-0.0043	13.3362	0.0061	-0.8730	3.6435	5.4019	
2.976	0.0042	-0.0134	0.0110	-0.0955	0.3463	0.1496	-0.0041	13.4311	0.0057	-0.8908	3.6457	5.4064	
2.978	0.0017	-0.0149	0.0108	-0.1206	0.3409	0.1378	-0.0036	13.6329	0.0058	-0.8572	3.6479	5.4109	
2.980	0.0037	-0.0114	0.0125	-0.0979	0.3262	0.1218	-0.0033	13.5210	0.0047	-0.8458	3.6500	5.4153	
2.982	0.0051	-0.0109	0.0133	-0.1297	0.2975	0.1409	-0.0034	13.6634	0.0041	-0.8748	3.6520	5.4193	
2.984	0.0030	-0.0110	0.0144	-0.1181	0.3171	0.1249	-0.0036	13.5176	0.0025	-0.8759	3.6537	5.4230	
2.986	0.0043	-0.0116	0.0161	-0.1145	0.3048	0.1218	-0.0036	13.4260	-0.0015	-0.9065	3.6552	5.4262	
2.988	0.0022	-0.0131	0.0154	-0.1310	0.3006	0.1107	-0.0029	13.6210	-0.0003	-0.8943	3.6564	5.4288	
2.990	0.0039	-0.0097	0.0172	-0.1071	0.2823	0.1008	-0.0022	13.6091	0.0004	-0.8739	3.6572	5.4308	
2.992	0.0054	-0.0090	0.0182	-0.1248	0.2560	0.1107	-0.0020	13.4803	0.0015	-0.9038	3.6577	5.4321	
2.994	0.0028	-0.0089	0.0193	-0.1187	0.2810	0.0793	-0.0019	13.5108	-0.0007	-0.8830	3.6579	5.4328	
2.996	0.0042	-0.0096	0.0203	-0.1108	0.2719	0.0842	-0.0013	13.5735	-0.0018	-0.9161	3.6577	5.4329	
2.998	0.0019	-0.0108	0.0194	-0.1193	0.2682	0.0725	0.0000	13.8804	-0.0016	-0.8958	3.6572	5.4325	
3.000	0.0037	-0.0075	0.0212	-0.1267	0.2694	0.0595	0.0013	13.7617	-0.0014	-0.9016	3.6564	5.4316	
3.002	0.0030	-0.0070	0.0195	-0.1444	0.2420	0.0614	0.0019	13.7787	-0.0015	-0.9053	3.6557	5.4306	
3.004	0.0035	-0.0064	0.0213	-0.1102	0.2530	0.0429	0.0022	13.6939	-0.0012	-0.8786	3.6549	5.4297	
3.006	0.0023	-0.0052	0.0214	-0.1102	0.2377	0.0731	0.0028	14.0042	-0.0018	-0.8894	3.6543	5.4289	
3.008	0.0018	-0.0065	0.0209	-0.1010	0.2389	0.0324	0.0040	13.6905	-0.0008	-0.8847	3.6539	5.4286	
3.010	0.0038	-0.0045	0.0210	-0.1151	0.2493	0.0281	0.0048	13.4633	-0.0000	-0.8980	3.6539	5.4290	
3.012	0.0035	-0.0057	0.0183	-0.1224	0.2261	0.0127	0.0049	13.6431	-0.0011	-0.8945	3.6543	5.4299	
3.014	0.0043	-0.0049	0.0207	-0.1041	0.2426	0.0108	0.0043	13.6312	-0.0014	-0.8707	3.6549	5.4313	
3.016	0.0040	-0.0027	0.0199	-0.1071	0.2127	0.0250	0.0032	13.5278	-0.0005	-0.9058	3.6557	5.4331	
3.018	0.0030	-0.0040	0.0200	-0.1083	0.2347	-0.0034	0.0022	13.4311	-0.0010	-0.9016	3.6565	5.4349	
3.020	0.0049	-0.0037	0.0193	-0.1065	0.2310	-0.0028	0.0015	13.4616	-0.0035	-0.9134	3.6573	5.4366	
3.022	0.0029	-0.0056	0.0179	-0.1255	0.2383	-0.0003	0.0011	13.5006	-0.0048	-0.9290	3.6578	5.4378	
3.024	0.0037	-0.0019	0.0188	-0.1285	0.2365	-0.0139	0.0007	13.4905	-0.0060	-0.9169	3.6581	5.4385	
3.026	0.0038	-0.0014	0.0163	-0.1622	0.2444	0.0127	-0.0000	13.7414	-0.0028	-0.9000	3.6580	5.4387	
3.028	0.0036	-0.0002	0.0165	-0.1310	0.2670	0.0071	-0.0008	13.4498	-0.0008	-0.8994	3.6577	5.4383	
3.030	0.0027	0.0008	0.0160	-0.1365	0.2798	0.0460	-0.0010	13.6227	-0.0007	-0.9094	3.6571	5.4374	
3.032	0.0013	-0.0003	0.0145	-0.1377	0.2945	0.0207	-0.0004	13.6024	0.0007	-0.8836	3.6563	5.4360	
3.034	0.0040	0.0017	0.0136	-0.1438	0.3201	0.0262	0.0002	13.5837	-0.0014	-0.9068	3.6554	5.4342	
3.036	0.0047	-0.0000	0.0106	-0.1548	0.3116	0.0250	0.0003	13.7126	-0.0016	-0.9050	3.6543	5.4321	
3.038	0.0048	0.0020	0.0127	-0.1401	0.3280	0.0305	-0.0003	13.5735	-0.0007	-0.8861	3.6532	5.4300	
3.040	0.0067	0.0020	0.0120	-0.1560	0.3055	0.0521	-0.0015	13.6498	-0.0009	-0.9100	3.6520	5.4278	
3.042	0.0046	0.0023	0.0115	-0.1456	0.3427	0.0398	-0.0027	13.6295	-0.0016	-0.8842	3.6509	5.4257	
3.044	0.0058	0.0025	0.0106	-0.1297	0.3470	0.0571	-0.0038	13.7617	-0.0021	-0.9108	3.6499	5.4239	
3.046	0.0041	0.0011	0.0089	-0.1499	0.3543	0.0626	-0.0047	13.6227	-0.0002	-0.8983	3.6491	5.4225	
3.048	0.0054	0.0041	0.0102	-0.1340	0.3518	0.0540	-0.0059	13.4972	-0.0008	-0.8798	3.6485	5.4214	
3.050	0.0058	0.0041	0.0094	-0.1664	0.3457	0.0879	-0.0074	13.6007	-0.0024	-0.8951	3.6480	5.4207	
3.052	0.0051	0.0049	0.0091	-0.1297	0.3805	0.0854	-0.0086	13.5379	-0.0025	-0.8961	3.6476	5.4201	
3.054	0.0056	0.0048	0.0101	-0.1297	0.3848	0.1144	-0.0090	13.5464	-0.0027	-0.9053	3.6474	5.4197	
3.056	0.0038	0.0033	0.0076	-0.1224	0.3952	0.1126	-0.0084	13.5752	-0.0022	-0.9019	3.6471	5.4194	
3.058	0.0062	0.0056	0.0082	-0.1096	0.3921	0.1039	-0.0077	13.3464	-0.0035	-0.9090	3.6469	5.4190	
3.060	0.0063	0.0060	0.0072	-0.1279	0.3720	0.1274	-0.0074	13.6058	-0.0050	-0.9155	3.6465	5.4185	
3.062	0.0057	0.0069	0.0073	-0.0949	0.3988	0.1206	-0.0070	13.5888	-0.0045	-0.8977	3.6461	5.4176	
3.064	0.0053	0.0074	0.0079	-0.0949	0.3964	0.1502	-0.0060	13.5820	-0.0050	-0.9305	3.6455	5.4166	
3.066	0.0039	0.0051	0.0053	-0.0900	0.3915	0.1292	-0.0042	13.5973	-0.0034	-0.9108	3.6449	5.4153	
3.068	0.0065	0.0077	0.0062	-0.0875	0.3824	0.1070	-0.0025	13.5583	-0.0043	-0.9268	3.6441	5.4140	
3.070	0.0064	0.0078	0.0045	-0.1157	0.3622	0.1267	-0.0012	13.4939	-0.0038	-0.9219	3.6433	5.4125	
3.072	0.0067	0.0085	0.0044	-0.0778	0.3750	0.1150	-0.0002	13.7058	-0.0035	-0.8917	3.6425	5.4110	
3.074	0.0061	0.0091	0.0052	-0.0833	0.3616	0.1317	0.0008	13.7041	-0.0034	-0.9161	3.6417	5.4096	
3.076	0.0037	0.0084	0.0032	-0.0839	0.3451	0.1002	0.0025	13.9313	-0.0029	-0.9216	3.6409	5.4083	
3.078	0.0071	0.0095	0.0040	-0.0973	0.3384	0.0860	0.0040	13.8567	-0.0041	-0.8942	3.6405	5.4075	
3.080	0.0080	0.0098	0.0029	-0.1126	0.2823	0.0965	0.0051	14.0550	-0.0030	-0.8972	3.6404	5.4075	
3.082	0.0062	0.0101	0.0030	-0.0820	0.2859	0.0891	0.0060	13.7956	-0.0037	-0.8983	3.6409	5.4086	
3.084	0.0071	0.0120	0.0009	-0.0729	0.2871	0.0971	0.0060	13.7956	-0.0014	-0.9087	3.6421	5.4111	
3.086	0.0071	0.0112	-0.0004	-0.0973	0.2530	0.1021	0.0054	13.6922	-0.0016	-0.9117	3.6440	5.4148	
3.088	0.0072	0.0124	0.0013	-0.0949	0.2621	0.1200	0.0045	13.6312	-0.0017	-0.8878	3.6463	5.4196	
3.090	0.0057	0.0141	0.0009	-0.1010	0.2231	0.1391	0.0037	13.7193	-0.0021	-0.9036	3.6492	5.4252	
3.092	0.0038	0.0119	-0.0002	-0.1047	0.2139	0.1119	0.0036	13.7906	-0.0047	-0.9123	3.6523	5.4316	
3.094	0.0057	0.0132	0.0006	-0.1034	0.1870	0.0953	0.0035	13.5481	-0.0059	-0.8987	3.6557	5.4384	
3.096	0.0082	0.0135	-0.0003	-0.1206	0.1516	0.1267	0.0032	13.7210	-0.0045	-0.9109	3.6593	5.4456	
3.098	0.0061	0.0141	-0.0002	-0.1004	0.1651	0.1317	0.0031	13.7092	-0.0047	-0.8952	3.6630	5.4530	
3.100	0.0076	0.0150	-0.0014	-0.0839	0.1510	0.1434	0.0026	13.6939	-0.0024	-0.9061	3.6667	5.4603	
3.102	0.0063	0.0131	-0.0031	-0.1138	0.1407	0.1471	0.0021	13.9194	-0.0001	-0.8829	3.6704	5.4675	
3.104	0.0065	0.0158	-0.0014	-0.1077	0.1333	0.1730	0.0012	13.9058	0.0006	-0.8607	3.6740	5.4747	
3.106	0.0056	0.0179	-0.0016	-0.1145	0.0998	0.1940	0.0001	13.8024	0.0014	-0.8797	3.6777	5.4818	
3.108	0.0044	0.0162	-0.0017	-0.1145	0.1120	0.1625	-0.0006	14.0754	0.0024	-0.8656	3.6813	5.4890	
3.110	0.0066	0.0173	-0.0010	-0.1352	0.1144	0.1570	-0.0012	13.9262	0.0029	-0.8624	3.6849	5.4964	
3.112	0.0066	0.0166	-0.0026	-0.1536	0.0802	0.1588	-0.0020	14.0567	0.0015	-0.8727	3.6887	5.5040	
3.114	0.0064	0.0176	-0.0016	-0.1206	0.0949	0.1329	-0.0024	13.7329	0.0013	-0.8574	3.6928	5.5121	
3.116	0.0076	0.0164	-0.0006	-0.1138	0.0857	0.1335	-0.0020	13.6651	0.0039	-0.8624	3.6970	5.5207	
3.118	0.0055	0.0152	-0.0017	-0.1230	0.0955	0.1243	-0.0008	13.6295	0.0040	-0.8609	3.7014	5.5296	
3.120	0.0075	0.0180	-0.0009	-0.1132	0.0906	0.0879	0.0003	13.5617	0.0056	-0.8543	3.7058	5.5385	
3.122	0.0082	0.0180	-0.0015	-0.1395	0.0839	0.1033	0.0010	13.8957	0.0068	-0.8601	3.7100	5.5471	
3.124	0.0071	0.0182	-0.0008	-0.1181	0.1156	0.0879	0.0018	13.6702	0.0073	-0.8405	3.7139	5.5552	
